Wlgth,"Reflectivity (P-Pol, 5°)",Wlgth,"GDD (P-Pol, 5°)"
1150.293,99.71182,1150.293,15292.63
1150.446,99.72646,1150.446,14183.29
1150.6,99.73998,1150.6,13184.87
1150.753,99.75248,1150.753,12283.98
1150.906,99.76406,1150.906,11469.14
1151.06,99.77482,1151.06,10730.39
1151.213,99.78483,1151.213,10059.13
1151.366,99.79414,1151.366,9447.875
1151.52,99.80284,1151.52,8890.106
1151.674,99.81096,1151.674,8380.125
1151.827,99.81856,1151.827,7912.941
1151.981,99.82569,1151.981,7484.166
1152.134,99.83237,1152.134,7089.938
1152.288,99.83864,1152.288,6726.848
1152.442,99.84455,1152.442,6391.875
1152.596,99.85011,1152.596,6082.345
1152.75,99.85535,1152.75,5795.876
1152.903,99.86029,1152.903,5530.35
1153.057,99.86496,1153.057,5283.875
1153.211,99.86938,1153.211,5054.758
1153.365,99.87356,1153.365,4841.483
1153.519,99.87752,1153.519,4642.688
1153.674,99.88128,1153.674,4457.149
1153.828,99.88484,1153.828,4283.763
1153.982,99.88823,1153.982,4121.534
1154.136,99.89144,1154.136,3969.562
1154.29,99.8945,1154.29,3827.032
1154.445,99.89742,1154.445,3693.206
1154.599,99.90019,1154.599,3567.412
1154.753,99.90284,1154.753,3449.04
1154.908,99.90537,1154.908,3337.535
1155.062,99.90778,1155.062,3232.388
1155.217,99.91008,1155.217,3133.138
1155.371,99.91228,1155.371,3039.36
1155.526,99.91438,1155.526,2950.668
1155.68,99.9164,1155.68,2866.707
1155.835,99.91832,1155.835,2787.149
1155.99,99.92017,1155.99,2711.696
1156.145,99.92194,1156.145,2640.072
1156.299,99.92364,1156.299,2572.023
1156.454,99.92526,1156.454,2507.315
1156.609,99.92683,1156.609,2445.733
1156.764,99.92833,1156.764,2387.077
1156.919,99.92977,1156.919,2331.163
1157.074,99.93115,1157.074,2277.819
1157.229,99.93248,1157.229,2226.889
1157.384,99.93376,1157.384,2178.225
1157.539,99.93499,1157.539,2131.691
1157.694,99.93618,1157.694,2087.161
1157.85,99.93732,1157.85,2044.518
1158.005,99.93841,1158.005,2003.652
1158.16,99.93947,1158.16,1964.461
1158.315,99.94049,1158.315,1926.851
1158.471,99.94147,1158.471,1890.732
1158.626,99.94242,1158.626,1856.023
1158.782,99.94333,1158.782,1822.647
1158.937,99.94421,1158.937,1790.53
1159.093,99.94506,1159.093,1759.606
1159.248,99.94588,1159.248,1729.812
1159.404,99.94667,1159.404,1701.088
1159.56,99.94743,1159.56,1673.379
1159.715,99.94817,1159.715,1646.633
1159.871,99.94888,1159.871,1620.801
1160.027,99.94957,1160.027,1595.837
1160.183,99.95023,1160.183,1571.699
1160.339,99.95087,1160.339,1548.345
1160.494,99.95149,1160.494,1525.738
1160.65,99.95209,1160.65,1503.841
1160.806,99.95267,1160.806,1482.622
1160.962,99.95322,1160.962,1462.047
1161.119,99.95376,1161.119,1442.087
1161.275,99.95428,1161.275,1422.714
1161.431,99.95479,1161.431,1403.901
1161.587,99.95527,1161.587,1385.623
1161.743,99.95574,1161.743,1367.855
1161.9,99.9562,1161.9,1350.576
1162.056,99.95664,1162.056,1333.763
1162.212,99.95706,1162.212,1317.397
1162.369,99.95747,1162.369,1301.458
1162.525,99.95786,1162.525,1285.929
1162.682,99.95825,1162.682,1270.791
1162.838,99.95861,1162.838,1256.03
1162.995,99.95897,1162.995,1241.629
1163.152,99.95931,1163.152,1227.573
1163.308,99.95964,1163.308,1213.85
1163.465,99.95996,1163.465,1200.445
1163.622,99.96027,1163.622,1187.345
1163.778,99.96057,1163.778,1174.54
1163.935,99.96085,1163.935,1162.018
1164.092,99.96113,1164.092,1149.767
1164.249,99.96139,1164.249,1137.777
1164.406,99.96165,1164.406,1126.04
1164.563,99.96189,1164.563,1114.544
1164.72,99.96213,1164.72,1103.282
1164.877,99.96235,1164.877,1092.245
1165.034,99.96257,1165.034,1081.425
1165.192,99.96278,1165.192,1070.813
1165.349,99.96297,1165.349,1060.403
1165.506,99.96316,1165.506,1050.188
1165.663,99.96335,1165.663,1040.161
1165.821,99.96352,1165.821,1030.315
1165.978,99.96368,1165.978,1020.644
1166.136,99.96384,1166.136,1011.142
1166.293,99.96399,1166.293,1001.804
1166.451,99.96413,1166.451,992.6249
1166.608,99.96427,1166.608,983.5983
1166.766,99.96439,1166.766,974.7199
1166.923,99.96451,1166.923,965.9849
1167.081,99.96463,1167.081,957.3886
1167.239,99.96473,1167.239,948.9268
1167.397,99.96483,1167.397,940.5952
1167.554,99.96492,1167.554,932.3898
1167.712,99.96501,1167.712,924.3067
1167.87,99.96509,1167.87,916.3422
1168.028,99.96516,1168.028,908.4927
1168.186,99.96522,1168.186,900.7548
1168.344,99.96528,1168.344,893.1252
1168.502,99.96533,1168.502,885.6007
1168.66,99.96538,1168.66,878.1782
1168.819,99.96542,1168.819,870.8547
1168.977,99.96545,1168.977,863.6275
1169.135,99.96548,1169.135,856.4937
1169.293,99.9655,1169.293,849.4508
1169.452,99.96551,1169.452,842.4961
1169.61,99.96552,1169.61,835.6273
1169.768,99.96552,1169.768,828.8418
1169.927,99.96552,1169.927,822.1375
1170.085,99.96551,1170.085,815.512
1170.244,99.96549,1170.244,808.9633
1170.402,99.96547,1170.402,802.4892
1170.561,99.96544,1170.561,796.0878
1170.72,99.96541,1170.72,789.757
1170.879,99.96537,1170.879,783.495
1171.037,99.96532,1171.037,777.3
1171.196,99.96527,1171.196,771.1701
1171.355,99.96522,1171.355,765.1037
1171.514,99.96515,1171.514,759.0989
1171.673,99.96508,1171.673,753.1544
1171.832,99.96501,1171.832,747.2683
1171.991,99.96493,1171.991,741.4392
1172.15,99.96484,1172.15,735.6656
1172.309,99.96474,1172.309,729.946
1172.468,99.96464,1172.468,724.279
1172.627,99.96454,1172.627,718.6631
1172.787,99.96443,1172.787,713.0971
1172.946,99.96431,1172.946,707.5796
1173.105,99.96418,1173.105,702.1092
1173.265,99.96405,1173.265,696.6848
1173.424,99.96392,1173.424,691.3051
1173.583,99.96377,1173.583,685.9689
1173.743,99.96362,1173.743,680.6749
1173.902,99.96347,1173.902,675.422
1174.062,99.9633,1174.062,670.2091
1174.222,99.96313,1174.222,665.035
1174.381,99.96296,1174.381,659.8986
1174.541,99.96277,1174.541,654.7988
1174.701,99.96258,1174.701,649.7346
1174.861,99.96239,1174.861,644.7048
1175.02,99.96218,1175.02,639.7085
1175.18,99.96197,1175.18,634.7447
1175.34,99.96175,1175.34,629.8122
1175.5,99.96153,1175.5,624.91
1175.66,99.9613,1175.66,620.0373
1175.82,99.96106,1175.82,615.193
1175.98,99.96081,1175.98,610.376
1176.141,99.96055,1176.141,605.5855
1176.301,99.96029,1176.301,600.8205
1176.461,99.96002,1176.461,596.08
1176.621,99.95974,1176.621,591.3631
1176.782,99.95945,1176.782,586.6687
1176.942,99.95915,1176.942,581.996
1177.102,99.95885,1177.102,577.344
1177.263,99.95853,1177.263,572.7118
1177.423,99.95821,1177.423,568.0984
1177.584,99.95788,1177.584,563.5028
1177.744,99.95754,1177.744,558.9241
1177.905,99.95719,1177.905,554.3614
1178.066,99.95683,1178.066,549.8137
1178.226,99.95646,1178.226,545.28
1178.387,99.95608,1178.387,540.7594
1178.548,99.95569,1178.548,536.2509
1178.709,99.95529,1178.709,531.7534
1178.87,99.95488,1178.87,527.2661
1179.031,99.95446,1179.031,522.7879
1179.192,99.95402,1179.192,518.3178
1179.353,99.95358,1179.353,513.8548
1179.514,99.95312,1179.514,509.3979
1179.675,99.95266,1179.675,504.9459
1179.836,99.95218,1179.836,500.4978
1179.997,99.95169,1179.997,496.0526
1180.159,99.95119,1180.159,491.6092
1180.32,99.95067,1180.32,487.1664
1180.481,99.95014,1180.481,482.723
1180.643,99.9496,1180.643,478.278
1180.804,99.94904,1180.804,473.8302
1180.965,99.94847,1180.965,469.3782
1181.127,99.94789,1181.127,464.921
1181.288,99.94729,1181.288,460.4573
1181.45,99.94668,1181.45,455.9857
1181.612,99.94605,1181.612,451.505
1181.773,99.9454,1181.773,447.0137
1181.935,99.94474,1181.935,442.5106
1182.097,99.94406,1182.097,437.9941
1182.259,99.94337,1182.259,433.4629
1182.421,99.94265,1182.421,428.9154
1182.583,99.94192,1182.583,424.3501
1182.744,99.94117,1182.744,419.7654
1182.906,99.94041,1182.906,415.1597
1183.068,99.93962,1183.068,410.5312
1183.231,99.93881,1183.231,405.8783
1183.393,99.93799,1183.393,401.1992
1183.555,99.93714,1183.555,396.492
1183.717,99.93627,1183.717,391.7548
1183.879,99.93538,1183.879,386.9857
1184.042,99.93446,1184.042,382.1826
1184.204,99.93352,1184.204,377.3434
1184.366,99.93256,1184.366,372.4659
1184.529,99.93157,1184.529,367.5479
1184.691,99.93056,1184.691,362.587
1184.854,99.92952,1184.854,357.5808
1185.016,99.92846,1185.016,352.5268
1185.179,99.92737,1185.179,347.4224
1185.342,99.92624,1185.342,342.2649
1185.504,99.92509,1185.504,337.0514
1185.667,99.92391,1185.667,331.779
1185.83,99.9227,1185.83,326.4447
1185.993,99.92145,1185.993,321.0453
1186.156,99.92018,1186.156,315.5775
1186.319,99.91887,1186.319,310.0378
1186.482,99.91752,1186.482,304.4228
1186.645,99.91613,1186.645,298.7285
1186.808,99.91471,1186.808,292.9513
1186.971,99.91325,1186.971,287.0869
1187.134,99.91175,1187.134,281.1311
1187.297,99.91021,1187.297,275.0796
1187.46,99.90863,1187.46,268.9276
1187.624,99.907,1187.624,262.6703
1187.787,99.90533,1187.787,256.3026
1187.95,99.90361,1187.95,249.8193
1188.114,99.90184,1188.114,243.2148
1188.277,99.90002,1188.277,236.4832
1188.441,99.89815,1188.441,229.6185
1188.604,99.89623,1188.604,222.6142
1188.768,99.89425,1188.768,215.4636
1188.932,99.89221,1188.932,208.1598
1189.095,99.89012,1189.095,200.6952
1189.259,99.88796,1189.259,193.062
1189.423,99.88573,1189.423,185.2522
1189.587,99.88344,1189.587,177.2571
1189.751,99.88109,1189.751,169.0677
1189.915,99.87866,1189.915,160.6744
1190.079,99.87615,1190.079,152.0672
1190.243,99.87357,1190.243,143.2354
1190.407,99.87091,1190.407,134.168
1190.571,99.86817,1190.571,124.8532
1190.735,99.86534,1190.735,115.2785
1190.899,99.86242,1190.899,105.4308
1191.063,99.85941,1191.063,95.29621
1191.228,99.8563,1191.228,84.86007
1191.392,99.85309,1191.392,74.10686
1191.556,99.84978,1191.556,63.02014
1191.721,99.84636,1191.721,51.58249
1191.885,99.84282,1191.885,39.77546
1192.05,99.83917,1192.05,27.5795
1192.214,99.83539,1192.214,14.97381
1192.379,99.83148,1192.379,1.936369
1192.543,99.82744,1192.543,-11.5563
1192.708,99.82326,1192.708,-25.529
1192.873,99.81893,1192.873,-40.0084
1193.038,99.81445,1193.038,-55.0226
1193.203,99.80981,1193.203,-70.6016
1193.367,99.805,1193.367,-86.7777
1193.532,99.80001,1193.532,-103.585
1193.697,99.79485,1193.697,-121.06
1193.862,99.78949,1193.862,-139.241
1194.027,99.78393,1194.027,-158.171
1194.192,99.77816,1194.192,-177.893
1194.358,99.77216,1194.358,-198.457
1194.523,99.76594,1194.523,-219.912
1194.688,99.75947,1194.688,-242.314
1194.853,99.75275,1194.853,-265.723
1195.019,99.74576,1195.019,-290.2
1195.184,99.73848,1195.184,-315.814
1195.349,99.7309,1195.349,-342.64
1195.515,99.72302,1195.515,-370.755
1195.68,99.7148,1195.68,-400.245
1195.846,99.70623,1195.846,-431.201
1196.012,99.69729,1196.012,-463.724
1196.177,99.68796,1196.177,-497.921
1196.343,99.67822,1196.343,-533.907
1196.509,99.66805,1196.509,-571.81
1196.675,99.65742,1196.675,-611.766
1196.84,99.6463,1196.84,-653.923
1197.006,99.63466,1197.006,-698.443
1197.172,99.62247,1197.172,-745.502
1197.338,99.6097,1197.338,-795.292
1197.504,99.59631,1197.504,-848.022
1197.67,99.58227,1197.67,-903.921
1197.836,99.56752,1197.836,-963.239
1198.002,99.55202,1198.002,-1026.25
1198.169,99.53573,1198.169,-1093.26
1198.335,99.51859,1198.335,-1164.59
1198.501,99.50053,1198.501,-1240.61
1198.668,99.48151,1198.668,-1321.72
1198.834,99.46144,1198.834,-1408.37
1199,99.44025,1199,-1501.03
1199.167,99.41787,1199.167,-1600.27
1199.333,99.39419,1199.333,-1706.67
1199.5,99.36913,1199.5,-1820.91
1199.667,99.34257,1199.667,-1943.73
1199.833,99.31439,1199.833,-2075.96
1200,99.28448,1200,-2218.54
